product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
926,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Phasellus sit amet erat.,127.63,12.06,clothing,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,653,Goldenrod,small,8.0,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2019-09-11,1.2,545,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2.7,300,free,9.23
927,massa donec dapibus duis at velit eu est congue elementum in,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",143.82,27.94,electronics,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,916,Green,medium,8.3,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,2015-10-04,3.1,783,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,2.6,491,express,13.15
928,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",107.61,20.36,home decor,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,142,Fuscia,extra large,5.3,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,2018-06-27,4.5,130,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,3.6,655,free,43.83
929,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,105.14,5.69,electronics,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,285,Turquoise,medium,0.8,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,2016-06-16,2.6,481,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,3.4,197,free,45.58
930,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",627.88,36.69,clothing,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,348,Turquoise,medium,4.8,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,2021-07-06,4.5,65,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,2.0,837,free,39.97
931,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,Ut at dolor quis odio consequat varius. Integer ac leo.,702.21,15.32,home decor,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,702,Crimson,large,2.5,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2019-03-24,3.3,880,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,4.8,245,free,46.11
932,at velit eu est congue elementum in hac habitasse platea,Morbi a ipsum. Integer a nibh. In quis justo.,292.43,48.62,electronics,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,812,Yellow,large,0.4,quis turpis sed ante vivamus tortor duis mattis egestas metus,2015-03-28,2.3,197,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,1.1,961,express,42.29
933,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",367.31,35.52,beauty,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,188,Green,medium,1.4,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,2010-05-20,2.7,484,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,2.4,183,express,7.88
934,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",508.97,10.84,home decor,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,307,Mauv,small,5.2,in lacus curabitur at ipsum ac tellus semper interdum mauris,2014-02-16,2.5,806,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,2.4,972,standard,5.25
935,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",231.35,20.3,home decor,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,716,Turquoise,extra large,9.1,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,2022-05-04,2.4,984,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,2.0,979,express,6.51
936,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,Ut tellus. Nulla ut erat id mauris vulputate elementum.,360.12,0.21,beauty,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,532,Turquoise,small,2.5,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2016-12-06,4.3,890,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,2.3,768,express,26.78
937,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.,270.54,40.9,clothing,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,442,Yellow,large,3.3,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,2012-08-21,3.7,372,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,4.3,79,free,33.61
938,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",57.78,44.64,beauty,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,63,Aquamarine,medium,6.6,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,2010-02-28,3.4,913,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,4.3,649,express,35.76
939,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",999.51,12.5,beauty,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,219,Crimson,extra large,7.9,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,2017-12-02,1.8,433,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,4.3,753,standard,30.72
940,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",263.17,3.26,toys,semper rutrum nulla nunc purus phasellus in felis donec semper sapien,60,Goldenrod,large,6.7,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2012-05-16,4.9,935,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,1.5,457,standard,7.77
941,ac enim in tempor turpis nec euismod scelerisque quam turpis,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",944.41,31.83,beauty,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,140,Crimson,small,4.3,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,2010-08-06,2.5,799,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,3.4,927,free,42.26
942,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,22.69,47.92,electronics,vel enim sit amet nunc viverra dapibus nulla suscipit ligula,838,Green,extra large,2.3,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2018-01-21,4.3,368,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,5.0,145,standard,43.12
943,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Proin risus. Praesent lectus.,480.02,11.87,home decor,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,323,Teal,extra large,2.0,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2018-02-03,4.2,419,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,3.4,117,express,44.86
944,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,Vestibulum ac est lacinia nisi venenatis tristique.,849.1,3.04,toys,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,517,Puce,extra large,2.0,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,2016-10-15,3.3,653,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,1.8,591,express,35.2
945,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",681.88,35.28,beauty,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,225,Turquoise,extra large,5.3,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,2019-12-20,3.6,543,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2.5,889,free,35.71
946,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,Etiam justo.,617.64,5.77,toys,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,179,Aquamarine,small,1.7,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2010-07-01,4.3,32,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,4.3,91,free,5.45
947,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",813.29,31.72,home decor,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,747,Yellow,extra large,9.3,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,2020-04-19,2.1,89,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,4.6,961,standard,21.43
948,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,724.31,36.43,home decor,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,67,Indigo,large,4.4,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,2019-05-11,2.8,36,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,3.2,671,standard,19.27
949,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Sed accumsan felis. Ut at dolor quis odio consequat varius.,803.28,20.38,beauty,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,613,Pink,small,6.0,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2020-05-13,1.8,826,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,4.6,816,standard,6.23
